1,Ag0.15Sb0.15Te1.15Ge0.85,78.67
2,Ag0.15Sb0.15Te1.15Ge0.85,122.16
3,Ag0.15Sb0.15Te1.15Ge0.85,199.03
4,Ag0.15Sb0.15Te1.15Ge0.85,165.79
5,Ag9TlTe5,388
6,Ag9TlTe5,327
7,Ag9TlTe5,311
8,AgCrSe2,279.207
9,AgCrSe2,300.119
10,AgCrSe2,306.696
11,Al0.02Zn0.98O,-289.98
12,Al0.02Zn0.98O,-331.35
13,Al0.02Zn0.98O,-412.05
14,Ba0.3Sr0.6La0.1TiO3,-82.2
15,Ba0.3Sr0.6La0.1TiO3,-101.4
16,Ba0.3Sr0.6La0.1TiO3,-163
17,Ba0.4Sr0.6PbO3,-82.77
18,Ba0.4Sr0.6PbO3,-96.44
19,Ba0.4Sr0.6PbO3,-117.92
20,Ba0.4Sr0.6PbO3,-52.48
21,Ba0.6Sr0.4PbO3,-42
22,Ba0.6Sr0.4PbO3,-51.37
23,Ba0.6Sr0.4PbO3,-65.77
24,Ba0.6Sr0.4PbO3,-39.71
25,Ba0.8Sr0.2PbO3,-24.46
26,Ba0.8Sr0.2PbO3,-30.29
27,Ba0.8Sr0.2PbO3,-41.77
28,Ba0.8Sr0.2PbO3,-33.71
29,Ba7SrAl16Si30,-26.52
30,Ba7SrAl16Si30,-33.75
31,Ba7SrAl16Si30,-53.15
32,Ba7SrAl16Si30,-79.05
33,Ba8Au5.14Si39.51,-102
34,Ba8Au5.14Si39.51,-118.1
35,Ba8Au5.14Si39.51,-98.25
36,Ba8Au5.59Si39.01,106.2
37,Ba8Au5.59Si39.01,126.5
38,Ba8Au5.59Si39.01,136.48
39,Ba8Au6.10Si38.97,46.24
40,Ba8Au6.10Si38.97,56.99
41,Ba8Au6.10Si38.97,76.87
42,Ba8Ga16Ge30,-42.79
43,Ba8Ga16Ge30,-49.65
44,Ba8Ga16Ge30,-50
45,Ba8Ga16Ge30,-62
46,Ba8Ga16Ge30,149
47,Ba8Ga16Ge30,-55.98
48,Ba8Ga16Ge30,-62.16
49,Ba8Ga16Ge30,-75
50,Ba8Ga16Ge30,-100.8
51,Ba8Ga16Ge30,185
52,Ba8Ga16Ge30,-107.38
53,Ba8Ga16Ge30,-102.27
54,Ba8Ga16Ge30,-150
55,Ba8Ga16Ge30,-186
56,Ba8Ga16Ge30,288
57,Ba8Ga16Ge30,-200
58,Ba8Ga16Ge30,-144.4
59,Ba8Ga16Ge30,-141.98
60,Ba8Ga16Ge30,289
61,Ba8Ga16Si30,-49.3
62,Ba8Ga16Si30,-62.8
63,Ba8Ga16Si30,-111
64,Ba8Ga16Sn30,-188.6
65,Ba8Ga16Sn30,-233
66,Ba8Ga16Sn30,-138
67,Ba8Ga18Ge28,-78.9
68,Ba8Ga18Ge28,-112.9
69,Ba8Ga18Ge28,-219
70,Ba8Ga18Ge28,-266
71,BaPbO3,-26
72,BaPbO3,-31.98
73,BaPbO3,-33.62
74,BaPbO3,-30.17
75,Bi1.2S1.2Ti2S4,-41.3
76,Bi1.2S1.2Ti2S4,-54.85
77,Bi1.2S1.2Ti2S4,-89.12
78,Bi2Ru2O7,-1.64
79,Bi2Ru2O7,5.38
80,Bi2Ru2O7,12.43
81,Bi2Sr2Co2O8,108.88
82,Bi2Sr2Co2O8,120
83,Bi2Sr2Co2O8,171.43
84,Bi2Sr2Co2O8,293.62
85,Bi2Te3,-174
86,Bi2Te3,162
87,Bi83Sb17,-7.52E+01
88,Bi83Sb17,-6.16E+01
89,Bi86Sb14,-8.13E+01
90,Bi86Sb14,-6.91E+01
91,Bi88Sb12,-8.53E+01
92,Bi88Sb12,-7.29E+01
93,Bi90Sb10,-8.08E+01
94,Bi90Sb10,-6.85E+01
95,Bi92Sb8,-8.13E+01
96,Bi92Sb8,-6.93E+01
97,Ca0.7Ho0.3MnO3,-43.69
98,Ca0.7Ho0.3MnO3,-45.05
99,Ca0.7Ho0.3MnO3,-50.98
100,Ca0.7Ho0.3MnO3,-64.7
101,Ca0.7Tb0.3MnO3,-46.31
102,Ca0.7Tb0.3MnO3,-44.36
103,Ca0.7Tb0.3MnO3,-55.34
104,Ca0.7Tb0.3MnO3,-68.2
105,Ca0.7Y0.3MnO3,-41.61
106,Ca0.7Y0.3MnO3,-41.63
107,Ca0.7Y0.3MnO3,-52.45
108,Ca0.7Y0.3MnO3,-60.8
109,Ca0.92La0.08MnO3,-83.24
110,Ca0.92La0.08MnO3,-83.24
111,Ca0.92La0.08MnO3,-118.46
112,Ca0.92La0.08MnO3,-140.88
113,Ca0.94La0.06MnO3,-103.74
114,Ca0.94La0.06MnO3,-103.74
115,Ca0.94La0.06MnO3,-127.43
116,Ca0.94La0.06MnO3,-135.75
117,Ca0.96Bi0.04Mn0.96Nb0.04O3,-91.19
118,Ca0.96Bi0.04Mn0.96Nb0.04O3,-114.15
119,Ca0.96Bi0.04Mn0.96Nb0.04O3,-164.08
120,Ca0.96La0.04MnO3,-123.59
121,Ca0.96La0.04MnO3,-123.59
122,Ca0.96La0.04MnO3,-173.53
123,Ca0.96La0.04MnO3,-160.09
124,Ca0.96Sm0.04MnO3,-139.46
125,Ca0.96Sm0.04MnO3,-169.85
126,Ca0.96Sm0.04MnO3,-187.5
127,Ca0.98Bi0.02Mn0.98Nb0.02O3,-100.04
128,Ca0.98Bi0.02Mn0.98Nb0.02O3,-119.21
129,Ca0.98Bi0.02Mn0.98Nb0.02O3,-184.31
130,Ca0.98Bi0.02Mn0.98Nb0.02O3,-205.16
131,Ca0.98La0.02MnO3,-201.71
132,Ca0.98La0.02MnO3,-201.71
133,Ca0.98La0.02MnO3,-224.12
134,Ca0.98La0.02MnO3,-190.18
135,Ca0.9Bi0.1Mn0.9Nb0.1O3,-72.23
136,Ca0.9Bi0.1Mn0.9Nb0.1O3,-72.44
137,Ca0.9Bi0.1Mn0.9Nb0.1O3,-80.65
138,Ca0.9Bi0.1Mn0.9Nb0.1O3,-92.67
139,Ca0.9Bi0.1Mn0.9Nb0.1O3,-172.3
140,Ca0.9Bi0.1MnO3,-82.6524
141,Ca0.9Bi0.1MnO3,-100.786
142,Ca0.9Bi0.1MnO3,-119.707
143,Ca0.9Bi0.1MnO3,-96.0071
144,Ca0.9Ce0.1MnO3,-49.1829
145,Ca0.9Ce0.1MnO3,-55.3822
146,Ca0.9Ce0.1MnO3,-59.9632
147,Ca0.9Ce0.1MnO3,-80.4739
148,Ca0.9Ho0.1MnO3,-72.01
149,Ca0.9Ho0.1MnO3,-90.28
150,Ca0.9Ho0.1MnO3,-81.79
151,Ca0.9Ho0.1MnO3,-123.85
152,Ca0.9Ho0.1MnO3,-101.47
153,Ca0.9Ho0.1MnO3,-130.04
154,Ca0.9Ho0.1MnO3,-114.58
155,Ca0.9In0.1MnO3,-348.389
156,Ca0.9In0.1MnO3,-356.591
157,Ca0.9In0.1MnO3,-410.971
158,Ca0.9In0.1MnO3,-234.678
159,Ca0.9La0.1MnO3,-93.0096
160,Ca0.9La0.1MnO3,-98.403
161,Ca0.9La0.1MnO3,-116.934
162,Ca0.9La0.1MnO3,-88.437
163,Ca0.9Nd0.1MnO3,-90.28
164,Ca0.9Nd0.1MnO3,-123.85
165,Ca0.9Nd0.1MnO3,-130.04
166,Ca0.9Pb0.1MnO3,-274.285
167,Ca0.9Pb0.1MnO3,-266.152
168,Ca0.9Pb0.1MnO3,-277.092
169,Ca0.9Pb0.1MnO3,-114.746
170,Ca0.9Sb0.1MnO3,-69.9028
171,Ca0.9Sb0.1MnO3,-70.9189
172,Ca0.9Sb0.1MnO3,-81.0778
173,Ca0.9Sb0.1MnO3,-70.1149
174,Ca0.9Sm0.1MnO3,-102.175
175,Ca0.9Sm0.1MnO3,-105.968
176,Ca0.9Sm0.1MnO3,-146.796
177,Ca0.9Sm0.1MnO3,-122.707
