,Composition,Energy
0,C1O1Xe2Sb6,0.9603148225999998
1,O1Ca1F2Cs6,-0.7110018329999997
2,Mg1S1Al2In6,0.47135857125000025
3,Te1Cs1S2Si6,1.8374580128333342
4,Sn1Pb1P2He6,1.320460032700001
5,Be1Si1Tl2H6,0.4612162200000004
6,Be1Ar1Cl2Si6,1.0173068350000005
7,B1P1Kr2H6,0.8142055848666676
8,Ne1Se1Te2Al6,0.6280827730999998
9,As1Kr1Sr2Ga6,0.32219334160000024
10,Mg1Rb1Kr2Br6,-0.5282449537999998
11,B1S1Ar2Li6,0.0022420479166662234
12,O1Mg1F2Ca6,-0.7145499650000005
13,Na1Ga1Li2O6,-0.4553407099999987
14,H1Kr1Pb2Ar6,0.8186540165999997
15,Ar1As1O2B6,3.1981872399999998
16,Ga1In1Ge2Sb6,0.7645518100000004
17,Mg1Cl1Sr2Na6,-0.18324454499999998
18,Cl1Ca1Ne2He6,0.1961633589
19,Li1Ge1Cs2P6,0.5777788906666672
20,I1Cs1Bi2Ca6,0.3119091869999998
21,Ar1Bi1Xe2Te6,0.8560412676000004
22,N1Se1Ca2C6,2.3537676383333332
23,H1F1O2Tl6,-0.056963272500000176
24,K1Ge1Mg2Ba6,0.24025722999999993
25,N1Ar1O2Ga6,0.9055176100000004
26,He1Tl1Bi2K6,0.09503735795000008
27,Se1Cs1Xe2Ge6,1.095403912933334
28,Be1Ge1F2He6,0.6675981326999999
29,N1Ar1Sb2Kr6,1.0640707096000004
30,Si1I1Ne2Be6,1.5386845362000006
31,Ne1Tl1Rb2As6,0.7298612990999999
32,Tl1Pb1Ar2N6,2.5043919999999984
33,Sr1Cs1P2N6,2.9823733469999993
34,P1Bi1Xe2O6,-0.18296661239999992
35,B1S1Ge2C6,2.4566367579166672
36,Be1Ga1Cs2Ba6,0.15580385400000055
37,O1As1Li2Be6,0.30497290833333396
38,Li1Si1N2Mg6,1.090595136666667
39,Ar1Pb1Cs2C6,3.399064989
40,Be1Se1Sb2I6,0.38749662333333357
41,Be1Al1K2Bi6,0.14818959000000048
42,Rb1Te1P2S6,1.1650928238333331
43,Ar1Ge1Al2N6,2.623818554999999
44,C1Ge1S2Al6,0.46070015250000085
45,Ar1Cs1Ga2Se6,1.1409980819999999
46,F1Ne1Tl2Sn6,0.14702546060000046
47,F1Al1Sn2Ba6,-0.6088480624999999
48,O1Te1Cs2Xe6,0.2754417151333336
49,N1Ba1He2Ga6,0.29539589089999974
50,Be1Bi1Kr2F6,-1.5577062817999998
51,F1Ne1Na2In6,-0.06888081606666674
52,Ge1Se1Sn2Pb6,0.39089018333333314
53,Li1Sn1P2Ne6,0.9203629602666673
54,O1Cs1Ba2N6,1.7830646669999979
55,Be1As1Li2Pb6,0.38431444833333367
56,Cl1Ba1Bi2He6,0.3645042026999999
57,F1Ca1Ba2As6,-0.2669423425000005
58,Ne1Rb1K2Bi6,0.5148482261000001
59,C1Xe1Ga2Br6,0.5002395213000007
60,He1Mg1Kr2Rb6,0.21026837914999996
61,Sr1Sb1B2Si6,2.242822538333333
62,Mg1Ga1P2Cs6,0.5513730919999998
63,Na1K1Tl2Cl6,-0.8370211633333333
64,Cl1Kr1O2Mg6,1.0634460216
65,B1O1Ca2Bi6,-0.11516311333333391
66,Ar1Ba1K2I6,-0.7433105449999999
67,S1Ge1Se2B6,1.7346673779166673
68,H1Pb1Ca2Be6,0.31199085999999987
69,Br1Bi1As2O6,0.35869265999999983
70,Kr1Cs1B2Cl6,1.1704613469333327
71,K1I1Pb2He6,0.43596665769999987
72,N1I1Te2Be6,0.49905754166666727
73,Be1Ge1H2Ga6,0.67666158
74,Se1In1Tl2I6,-0.3003874866666667
75,Li1Ne1O2P6,1.5447019697666664
76,Br1Xe1Ge2Cl6,0.6623128713000002
77,F1Sn1I2O6,0.5583588125000005
78,He1Li1Cs2Ga6,0.43993516861666676
79,Kr1In1Rb2F6,-2.0253322623999996
80,Ne1Sr1Br2Xe6,-0.09955626909999982
81,Xe1Pb1Cs2S6,0.3612938828000001
82,Si1Ar1Cs2P6,0.7687809090000002
83,F1Bi1Sr2K6,-0.4460037824999999
84,B1Na1Cs2I6,-0.5915224226666662
85,N1Si1B2Sb6,1.4285306683333325
86,Mg1Sn1Cs2Al6,0.6329138889999999
87,Cl1Bi1S2He6,0.9890351651999996
88,Na1As1Xe2Ne6,0.3898306028666668
89,Mg1Bi1Pb2Sr6,-0.040437140000000225
90,B1Rb1Ge2Al6,0.9274576996666667
91,Ca1Se1Cl2Kr6,0.1867570429333334
92,Cl1Kr1Na2F6,-0.9778385400666665
93,N1Rb1Ar2B6,1.952061948
94,H1Ge1Ba2Pb6,-0.09964409000000032
95,B1Sb1Pb2Si6,0.7513989616666678
96,S1Br1Sr2Pb6,-0.07676803874999968
97,N1Ca1Ge2I6,0.5179684949999999
98,O1Se1Br2Pb6,-0.16740292666666717
99,Be1Pb1Mg2As6,0.5537410200000004
100,Be1Ge1I2O6,-0.4631096399999997
101,In1Sb1Xe2Mg6,0.4680789776000003
102,F1Xe1Ga2Se6,0.8324324487999999
103,Ar1Se1Pb2Ca6,-0.1494051616666674
104,P1Ar1Ca2Li6,0.08901034999999986
105,S1As1O2Bi6,0.8745547662499995
106,Ga1Xe1Ge2In6,1.0268442113000007
107,Cl1Ar1N2Tl6,1.2679826299999994
108,As1Cs1Te2Rb6,-0.19797374333333373
109,Ca1Xe1Kr2Sr6,0.8043893544999998
110,B1Kr1C2Sr6,1.4712663332666662
111,B1Cs1Sb2Al6,0.7671839736666669
112,Br1I1Sr2S6,-0.22898689249999968
113,B1In1Ca2H6,0.06860788666666692
114,K1Te1Pb2Al6,0.9678297833333331
115,Mg1Br1Ca2S6,-0.3231472425
116,S1Ar1I2Cs6,-0.7253314617500001
117,Se1Te1Be2Si6,1.6659121066666676
118,H1In1Na2O6,-0.10894729666666621
119,S1Ar1Li2Cs6,-0.16804938841666656
120,S1Pb1As2Mg6,0.03512675125000016
121,Al1Cs1Xe2Tl6,0.3868089696
122,Li1Se1Si2Al6,0.7044530000000006
123,Ar1Rb1Br2K6,-0.11701462199999994
124,He1P1Rb2Te6,0.016762498950000548
125,Ne1Ge1K2N6,1.8949822430999994
126,Na1Ar1Sb2Ca6,0.4538065516666663
127,F1Ga1S2Na6,-0.65429608
128,Cl1Pb1Kr2Ge6,1.0967077182
129,Ne1Cl1Ca2As6,0.4898758581000006
130,O1Kr1Ba2Sn6,-0.08017994339999959
131,N1O1H2Tl6,0.608833525
132,Mg1Ca1Cs2Sb6,0.08477973400000031
133,H1S1B2Ga6,0.9930143145833338
134,Mg1Ar1Tl2Br6,-0.4934030349999997
135,Kr1Sn1Na2Si6,1.3936248149333328
136,Xe1Cs1Sr2Kr6,0.35886036689999984
137,P1I1Tl2Se6,0.23179021499999983
138,Ne1Cs1C2Sb6,2.4536714201
139,Li1Be1Sb2Na6,0.3469931966666671
140,F1I1Al2In6,0.19947796750000038
141,Ga1Sr1Be2Te6,0.8170991100000002
142,Mg1Ar1K2C6,3.3200202649999992
143,Si1Cl1Te2S6,0.6261093491666664
144,Ga1Sb1Ba2K6,0.10513307500000017
145,Ca1Tl1Sr2F6,-2.768161235
146,Cl1Cs1F2Al6,0.6919448269999997
147,Al1Cl1O2Be6,1.403279205
148,I1Xe1In2H6,0.9758286613000007
149,Ne1Rb1Si2He6,0.7317339837999998
150,P1Ga1K2Na6,-0.07025967500000015
151,He1Ca1Na2Sn6,0.27386244128333387
152,B1Ne1Ga2In6,0.6137224397666674
153,Br1Tl1Ga2N6,2.371329769999999
154,O1Cl1Br2Al6,0.11438413500000025
155,O1Br1Bi2Cl6,0.3522372399999991
156,He1Br1Sb2Li6,-0.42104407204999994
157,F1Na1I2Al6,0.38217847416666617
158,Rb1Ba1Ge2H6,0.9454311230000005
159,Ar1Rb1Mg2Tl6,0.8380937379999999
160,N1Cs1Ba2C6,2.293396302
161,As1Sr1Ge2Al6,0.9045396450000002
162,B1Kr1Ar2Pb6,0.5401754032666666
163,Cl1Sn1Li2H6,0.3134801233333334
164,He1I1Be2Sb6,1.2868121879500003
165,Si1Sn1Sr2H6,-0.005342964999999112
166,Ar1Ba1Cl2Ga6,0.8192352850000001
167,S1Xe1Tl2O6,-0.20635709744999958
168,Ar1K1Sr2F6,-1.9644462400000002
169,O1Ga1H2Ba6,-0.11712026000000045
170,Ne1Sn1Rb2N6,1.9649001040999985
171,O1Rb1Br2Tl6,-0.24079446700000026
172,Na1Pb1Cs2Tl6,0.07083118066666678
173,B1Ar1Ba2F6,-2.364778303333334
174,F1Se1He2P6,1.0690447367333331
175,P1Ba1Xe2Sr6,0.3469561175999999
176,Sr1Tl1Ge2In6,0.7536069800000007
177,Sr1Ba1K2Pb6,0.4084983799999996
178,Ge1Ba1Sr2F6,-2.452447805
179,Ga1Br1Mg2S6,0.35562745749999963
180,C1Sn1Cs2Br6,-0.5511934409999995
181,Na1K1Cs2H6,0.28793158066666713
182,Mg1Xe1Ar2O6,0.7828484413000005
183,H1Kr1Cl2Rb6,-0.3625396953999999
184,K1Ca1Se2Ne6,0.20800045526666633
185,Sr1Sn1I2N6,1.9113251549999994
186,He1N1Mg2Li6,0.03363073294999985
187,Ne1Ar1Ge2Ca6,0.5976417380999998
188,C1Rb1F2Ge6,0.32323151800000005
189,O1K1Rb2Br6,-0.6423459839999996
190,C1Mg1K2Sn6,0.39858278000000025
191,Ar1Xe1Sn2Bi6,1.4899042063000003
192,Xe1Cs1Sn2Ge6,1.7447414582999996
193,H1Pb1Cs2Te6,0.01588297400000016
194,P1Tl1K2As6,0.4081758450000009
195,Ne1Se1B2Li6,0.6299728397666658
196,Ca1Tl1Br2Te6,0.40765126000000046
197,Ar1Tl1Sr2Ca6,0.2100847949999995
198,F1Sr1Li2In6,-0.0066817391666667445
199,S1Cl1Mg2N6,1.6978045562499993
200,Al1Cs1Ca2Sr6,0.3583447869999999
201,C1Ar1P2Ba6,0.1681510049999993
202,Ar1Ge1P2Al6,1.4027326950000003
203,Sn1Te1Ca2Tl6,0.23985770833333292
204,Si1P1C2O6,0.09182116499999893
205,Ne1S1I2Na6,-0.6144312756500006
206,Si1P1Cs2Be6,1.0882404790000013
207,Ge1Tl1B2Sn6,1.5091578933333327
208,N1Sr1Ca2Sn6,0.07408734500000022
209,O1Mg1N2As6,1.7760609999999992
210,Xe1Cs1Sb2Be6,2.3754965983000007
211,In1Ba1He2C6,3.380642505899999
212,Rb1Sr1S2Ar6,0.48564437550000006
213,Se1Sn1Ba2Li6,-0.35453093166666677
214,Ar1Se1Ge2K6,0.04870003833333314
215,H1Bi1Cs2Ge6,0.2564888840000002
216,Kr1Xe1Se2O6,1.6643344645666676
217,B1Cs1Pb2C6,2.477107603666666
218,H1Br1C2Tl6,1.35873772
219,Ar1Xe1Tl2F6,-0.6351757386999999
220,Ge1As1Li2Ga6,0.3111409483333329
221,He1Ba1F2P6,0.8034379829499997
222,B1Sr1Kr2O6,-0.12404093013333366
223,H1Ca1Cs2Se6,-0.122497306
224,S1Cs1O2Sr6,0.3600987082500001
225,As1Bi1Al2I6,0.09538089499999991
