0,Ba0.4K0.6Fe2As2,31.2
1,Ca0.4Ba1.25La1.25Cu3O6.98,40.1
6,La1.71Sr0.29Cu0.94Co0.06O4,33.0
10,Nb3Sn0.85Tl0.15,18.2
11,Pb0.5Cu0.5Sr0.9La1.1Cu1O5.16,28.1
14,Nd1.1Ba1.9Cu3O6.96,87.6
15,Y0.887Ba1.962Ca0.15Cu4O8,91.8
16,Ba0.33Hf1N1Cl1,20.2
17,La2Cu0.975V0.025O4.032,40.0
18,Sm12Cu2.96Ni0.04O6.88,83.0
19,Cu1.5Mo4.5S6,10.9
21,Y0.9Ce0.1Ni2B2C1,11.9
26,Ru0.8Sr2Y1Cu2.2O8.1,65.0
27,Y1Ba2Cu2.76Co0.24O6.999,50.7
29,Nb2.5Sn1V0.5,14.2
30,La1.73Sr0.27Cu0.94Mn0.06O4,37.0
36,Sr0.7Ba1.3Y1Cu2.8Al0.2O7.11,20.0
38,Bi1Ga1Sr1.8Ca1.2Cu2O8,24.8
41,Y0.35Pr0.65Ba1Sr1Cu3O6.9,20.3
43,Gd0.2Nd1.65Ce0.15Cu1O4,18.5
45,Nb1C0.2N0.74,17.5
47,Bi2Sr1.6Pr0.4Cu1O6.313,21.8
48,Bi4Sr3Ca2.7Y0.3Cu4OY,81.7
49,Mo0.8W0.2C1,12.0
56,K0.82Fe1.63Se2,32.0
58,La1.82Nd0.03Sr0.15Cu1O4,34.2
59,La1.887Ca0.1125Cu1O4,20.1
62,Ba1Fe1.83Zn0.06Co0.11As2,17.0
64,Fe0.5Ba1Sr1Tm1Cu2.5O7.432,40.0
66,La1.825Ba0.175Cu1O4,26.2
68,La1.5Er0.5Ba2Ca1Cu5O11.907,78.0
69,Sm0.96La0.84Sr0.2Cu1O4,35.0
70,Cu0.5P0.5Sr2Ca1.8Y0.2Cu3O9.55,80.0
73,Ca0.4La1.25Ba1.35Cu3O7.135,76.0
78,Y0.8Ca0.2Ba2Cu2.8Co0.2O6.98,82.5
82,Bi2Sr2.4Ca0.6Cu2O8,94.2
83,La1.751Ba0.249Cu1O4,13.7
84,La0.5Y0.5Fe1As1O0.6,39.3
86,Al0.75Ge0.25Nb3.8,20.34
87,La1.7Er0.3Ba2Ca0.6Cu4.6O10.92,70.0
88,La1Fe0.99975Mn0.00025As1F0.11O0.89,23.8
89,Y1Ba2Cu2.97Zn0.03O6.63,42.5
90,Ba0.635K0.365Bi1O3,30.4
91,La1.85Sr0.016Ca0.074Ba0.06Cu1O4.01,25.4
98,Y1Ni1.9Mn0.1B2C1,12.7
101,Y1Ba2Cu3Li0.02O7,91.18
103,Bi4Sr3Ca1.6Y1.4Cu4O16,79.8
106,Y1Ba1.86La0.14Cu3O6.98,89.4
109,Y1Sr2Cu2.8W0.2O6.9,45.0
110,Bi2Sr1.8Y0.1Ca1.1Cu2O8.23,93.0
113,Fe1.03Te0.7Se0.3,12.7
115,Ba0.51K0.49Bi1O2.974,22.2
119,Yb1Ba2Cu2.982Zn0.018O6.9,85.1
123,Bi2.1Sr1.8Ca1Cu1.982Zn0.018O8,83.0
124,La1Ba2Cu2.9O6.82,45.0
128,Y1Ba2Cu4O7.8,77.5
131,La1.65Sm0.15Sr0.2Cu1O4,24.0
135,La1Fe1As1H0.3O0.7,38.0
136,Er0.88Ca0.12Ba2Cu2.82Co0.18O6.93,77.5
140,Ir0.125Rh0.125Zr0.75,10.2
142,Ba0.542K0.458Bi1O3,23.1
146,Y0.9Pr0.1Ni2B2C1,11.2
153,Mg0.9Zn0.1B2,38.4
155,Nb2.85Hf0.15Al1,14.4
158,Ba1Fe1.894Pd0.106As2,13.3
160,Er1Ba2Cu2.78Zn0.18Fe0.03O6.93,46.0
163,Fe0.5Ba2Eu1Cu2.5O7.51,60.0
165,Sm1.5Ce0.5Sr2Cu2Nb1O10,25.0
166,Sr0.75Y0.25Cu1O2,38.6
168,La1Fe0.985Ru0.015As1F0.11O0.89,27.5
169,Bi2Sr2Ca1Cu2O8.2135,70.0
172,La1Fe1As1F0.18O0.82,14.3
173,Pr1Fe0.9Co0.1As0.95P0.05O1,14.2
176,Lu1Ni1.93Co0.14B2C1,10.5
178,Nb2.7Ti0.3Sn1,16.4
179,Bi1.7Pb0.3Sr2Ca0.98Nd0.02Cu2O8.05,80.89
181,Li0.28Zr1N1Cl1,13.4
182,Y0.8Ca0.2Ba2Cu2.8Zn0.2O6.74,44.0
183,Y1Ba2Cu3.99Zn0.01O8,73.3
188,Fe2As2Sr4V2O6,27.0
194,Fe2As2Sr4Mg0.6Ti1.4O6,29.0
196,Mg0.79Al0.21B2,27.1
199,Nb2.985Hf0.015Al1,18.0
200,Ca1Ba1La1Cu3O6.97,64.0
205,Dy1Ba2Cu3O6.68,90.0
207,Er1Ba2.03Cu3.05O7,90.0
208,Si10.9V3C0.1,16.4
211,Ca0.2Ba1.55La1.25Cu3O6.98,10.4
215,Y1Ba1.25Sr0.75Cu3O6.928,85.5
217,Y1Ba2Cu2.7Ni0.3O6.9,46.0
219,Dy1Ba2Cu2.7Ga0.3O6.77,39.0
223,Hg1Ba2Cu0.97Zn0.03O4.052,69.0
226,Y1Re0.1Ba2Cu2.9O7,91.5
227,V0.75Ge0.2Al0.05,10.3
231,V2Hf0.84Nb0.16,10.67
236,La2Cu0.98Zn0.02O4.099,19.2
240,La2Cu1O4.047,29.7
243,Ca1Fe2.94Co0.06As2,17.0
246,Bi2Sr1.6Ca1.2Y0.2Cu2O8.26,89.1
250,Y1Ba2Cu2.7Co0.3O6.93,16.9
252,Tl0.5Pb0.5Sr4Cu2C0.9N0.1O7,76.0
255,Y1Ba2Cu1O8,82.25
256,Ru1Sr2Gd0.91Nd0.09Cu2O8,23.5
258,Bi0.16Pb0.35V0.05Sr2Ca2Cu3O10.12,103.7
261,Tl1.8Ba2Ca2.2Cu3O9.92,112.0
262,Ru0.9Sr2Er1Cu2O7.8,23.0
265,Y0.85Ca0.15Ba2Cu3O6.58,80.6
271,Y1Ba1.9Ca0.1Cu4O8,85.4
272,La0.5Sm0.5Ba1Ca1Cu3O7,66.0
273,Er1Ba2Cu3O6.67,85.0
280,Li1.1Ti1.9O4,10.05
290,La1.425Nd0.4Sr0.175Cu1O4,25.0
295,V0.75Si0.2Al0.05,11.8
302,Gd0.02Pr1.83Ce0.15Cu1O4,18.5
306,La0.95Pr0.85Sr0.2Cu1O4,27.0
307,La1.7Gd1.3Ca1Ba2.2Sr0.8Cu6.44In0.56O16.6,30.0
308,Ca0.1Ba1.65La1.25Cu3O7.03,29.9
314,Ba1Fe1.81Zn0.08Co0.11As2,11.0
321,La1Fe1As1F0.06O0.94,18.0
327,La1.75Sr0.25Cu1O3.921,19.6
328,Sm1.844Ce0.156Cu1O4,16.4
330,Y1Ba2Cu3.99Ni0.01O8,78.4
334,Sr1Fe1.5Ru0.5As2,10.25
337,Sm1La0.8Sr0.2Cu1O3.925,19.6
339,Y1Ni1.94Co0.06B2C1,11.8
340,Y1Ba2Cu2.98Ni0.02O6.95,87.5
342,La1Nd0.87Ce0.13Cu1O3.975,16.8
343,Bi2Sr2Ca0.65Y0.35Cu2O8.3,74.0
346,Pb0.6Cu0.4Sr1La1Cu1O5.06,37.8
349,Pr1.85Ce0.15Cu0.98Zn0.02O4.065,18.01
351,Nd1.3Ba1.3Sr0.4O6.828,35.0
355,Bi2Sr2Ca0.9Y0.1Cu2O8.2,89.0
362,Tm1Ba2Cu3O6.94,89.88
363,La0.9Ba1.5Ca0.6Cu3O6.74,73.0
364,Sc0.7Y0.3Ni2B2C1,14.5
365,La1.2Ba1.8Cu3O7.3,27.0
369,Ba0.7K0.3Fe1.72Co0.28As2,12.0
371,Ba0.5K0.5Fe2As2,35.28
372,La2Ba4Cu6O13.8,65.0
375,Fe1.02Te0.5Se0.5,13.6
376,Fe1Se0.4Te0.6,14.1
377,La1.875Ba0.05Sr0.075Cu1O4,15.25
378,Y1Sr2Cu2.75Re0.25O7.3,49.0
379,La0.8Y0.2Fe0.997Mn0.003As1F0.11O0.89,28.9
383,Ca9.39Pr0.61Pt3Fe10As18,19.5
385,Y1Ba2Cu3O6.773,71.2
387,Ca0.82La0.18Fe1As1.99P0.01,39.0
391,Y1Ba2Cu2.91Zn0.09O6.95,56.0
394,Pr0.89La1Ce0.11Cu1O4,24.6
395,K0.8Fe1.979Mn0.021Se2,31.0
396,V0.75Ge0.1875Al0.0625,11.4
398,Fe1Sr2Y1Cu2O7.66,43.5
399,Tl2Ba2Ca0.9Ce0.1Cu2O8,100.0
402,Y1Ba2Cu2.95Zn0.05O6.63,25.0
407,Ca0.8La0.2Fe0.9558Co0.0442As2,35.1
408,Sr15.9Ca7.6Cu17.6C3.3B2.6O53,105.0
409,Y1Ba1Sr1Cu3O6.9,92.0
410,La1Fe0.9Rh0.1As1O1,14.0
414,Nd0.9Pr0.1Ba2Cu3O6.75,35.9
416,Ga22Nb78,15.6
427,La1.72Nd0.2Ba0.08Cu1O4,16.9
432,La1.6Er0.4Ba2Ca0.8Cu4.8O11.424,76.0
434,Bi4.4Sr3.6Ca2Cu4OY,83.6
435,Lu0.92La0.08Ni2B2C1,13.6
436,Bi1.5Pb0.5Sr1.7La0.3Cu1O5.993,15.6
438,Nd1Ba2Cu3O6.67,29.0
439,La0.85Ca0.15Nd1Cu1O4,23.0
447,Nb2.895W0.105Al1,16.0
453,C0.97Ta1,11.84
460,Tl0.5Pb0.5Sr2Ca0.8Y0.2Cu2O7,105.2
461,Mg0.996Cu0.004B2,38.11
462,La1.5Nd0.5Ca1Ba2Cu4.95Mo0.05O11.345,76.0
469,Y0.6Pr0.4Ba2Cu3O6.85,27.8
474,Y0.6Ca0.4Ba1.6La0.4Cu3O6.95,82.0
475,Hg1Tl1Ba2Ca3Cu4O12,110.0
476,Y1Ba2Cu2.8Fe0.2O6.85,57.7
479,Fe2As2Ca5Al1.5Ti1.5O9,15.0
483,Sm1Fe1As0.47P0.53H0.09O0.91,10.5
486,Y0.7Ca0.3Sr1.5Ba0.5Cu2.8Cr0.2O7,41.0
487,Y0.6Pr0.4Ba2Cu3O6.929,45.05
490,Er1Sr2Cu2.85Re0.15OY,47.0
492,La1.85Sr0.15Cu0.9Mg0.1O4,29.6
494,Bi2Sr1.9La0.1Ca1Cu2OY,85.04
495,Hg0.9W0.1Ba2Cu1O4.2,89.0
498,Sr1.5Ba0.5Y1Cu2.8Ga0.2O6.96,32.0
499,Nd0.1La1.7Sr0.2Cu1O4,35.0
506,Mg0.55Al0.225Li0.225B2,25.6
507,Ru0.97Co0.03Sr2Gd1CuO8,13.0
508,Nb0.75Al0.185Ge0.065,20.26
509,Sm1Ba2Cu2.9Zn0.1O6.83,29.0
511,Y0.9Ca0.1Ba1.6Sr0.4Cu4O7.8,85.5
513,Y0.95K0.05Ba2Cu3O6.6,89.4
514,Tl0.5Pb0.5Sr2Ca1Cu2.95Zn0.05O7,73.0
515,Ga0.255V0.745,13.9
516,Mg0.85Na0.15B2,38.0
521,Ca2Cu1Cl2.25O2,31.0
522,Sr2Cu1C0.85B0.15O5,32.0
530,Y1Ba2Cu2.745Fe0.255O7.08,53.0
531,Na1Fe0.979Co0.021As1,19.4
533,Sm1Fe0.89Ir0.11As1O1,18.3
539,Sm0.9Pr0.1Ba2Cu3O6.75,36.3
540,Ce1Fe1As0.55P0.45F0.05O0.95,15.0
541,Ba0.788K0.212Fe2As2,19.0
542,Y1Ba2Cu2.84Fe0.16O6.959,53.0
544,Y1Ba1.8La0.2Cu4O8,44.0
545,Y1Ba1.9Sr0.1Cu4O7.9,78.0
549,Ce1Fe1As1H0.065O0.935,41.1
559,Ca10Pt4.6Fe9.4As18,22.5
560,Li0.99Fe1.01As1,14.0
563,Dy1Ba2Cu2.94Zn0.06O6.9,62.0
575,La1.5Nd0.5Ca1Ba2Cu5O11.583,79.0
576,Hg1Ba2Cu1O4.052,82.0
580,Fe1Te0.54Se0.45S0.01,13.3
587,Mo0.52Re0.48,11.1
590,N0.92Nb1,16.5
595,Fe1.04Se0.33Te0.67,14.1
596,V3Ga0.9Sn0.1,10.7
597,Tm1Ba2Cu3O6.72,64.5
598,Ca0.81Nd0.19Fe1As2,11.0
600,Y1La0.2Ba1.8Cu3O7.49,90.4
602,Sr0.88La0.12Cu1O1.97,42.4
605,Bi2Sr1.6Nd0.4Cu1O6.32,23.1
615,V2.7Mn0.3Si1,11.9
620,Hg0.8Mo0.2Ba2Cu1O4.4,74.0
621,Ba1Pb0.78Bi0.22O3,10.3
622,Tl0.5Ba2Ca0.3Be1.7Cu3.5O7.685,115.0
625,Ba0.5K0.5Fe1.9Cu0.1As2,22.29
631,Hg0.5Bi0.5Sr2Ca2Cu3O8.35,107.0
632,Nb3Sn0.92Al0.08,17.9
634,Ga26.5V73.5,13.6
636,Ba0.65K0.35Fe2As2,38.0
642,Y0.9Pr0.1Ba2Cu3O6.965,85.0
643,Fe1Te0.57Se0.43,15.0
645,Y1Ba2Cu2.79Zn0.21O6.97,14.2
648,Nd1.7945Y0.0555Ce0.15Cu1O4,19.0
650,Sr2Mg0.3Ti0.7Fe1As1O3,36.7
657,Bi1Pb1Sr2Y0.65Ca0.35Cu2O8,76.0
658,Nb0.95Mo0.05C1,12.1
659,La1.85Sr0.03Ca0.066Ba0.054Cu1O4,24.0
660,Pb0.5Sr2Ca0.5Nd0.5Cu2.5O7,60.0
661,Ca1.9K0.1Cu1Cl2O2,18.0
663,La1Fe0.8Zn0.2As1F0.15O0.85,25.5
666,C1.45Y0.9Zn0.1,13.0
669,Sr0.42K0.58Fe2As2,36.0
673,Ho0.3Lu0.7Ni2B2C1,13.3
