,Composition,Energy
0,N1Sn1S2Al6,0.4568155425000008
1,Si1Ge1As2Ga6,0.3783220899999996
2,As1Sn1S2P6,1.4224185625000003
3,N1Sn1C2Sb6,1.9708179299999997
4,Si1Ge1Ga2N6,1.1062741299999985
5,Si1S1Ga2C6,2.14605493125
6,O1Ge1S2Ga6,0.11055798249999996
7,O1Sn1C2Si6,2.004308435000001
8,N1Sb1Ga2Al6,0.3783807199999991
9,O1Ge1N2Sn6,1.16581184
10,C1Al1Sn2Sb6,0.6568295599999999
11,Al1Ga1As2P6,0.9200945700000013
12,Sn1Sb1Si2N6,1.7780940799999976
13,N1Al1O2Ga6,0.45913941499999994
14,O1Ga1C2Ge6,1.62827602
15,O1Ge1S2Ga6,0.11054868249999998
16,As1Sn1P2C6,2.9237822
17,Sn1Sb1S2Ga6,0.5712490925000001
18,Ge1Sb1O2Al6,1.0174790549999995
19,Al1S1N2C6,3.2765987912499996
20,Al1Sn1Ga2P6,0.8109242550000012
21,N1Sn1Ga2Ge6,0.6884008000000001
22,N1Ge1As2Ga6,0.3131965149999999
23,O1Sn1N2S6,1.8740622724999991
24,Si1Ga1O2S6,0.9320586675000001
25,O1Sn1Ge2Al6,0.27320385500000055
26,Al1Sn1N2P6,1.9712788049999994
27,Ga1Sb1C2Ge6,2.0574849150000007
28,C1Si1Ge2As6,0.853807040000001
29,Ge1As1S2Sb6,0.9305383075000002
30,C1O1S2Ga6,0.2282468525000013
31,Al1Ge1As2N6,1.3280925499999987
32,O1As1S2Sb6,0.565941067499999
33,C1Al1O2Sn6,0.8770538100000003
34,N1Al1Sn2Ga6,0.2217011249999999
35,As1Sb1S2Al6,0.7304641125000003
36,C1P1Sb2O6,-0.2913114150000006
37,O1As1P2N6,2.5507075949999978
38,O1Sb1Si2Sn6,0.5197860449999994
39,Al1Si1C2O6,-0.018366850000001024
40,Ge1Sn1Si2S6,0.6178935624999994
41,O1Ge1Al2As6,0.5667074700000008
42,S1Sn1C2As6,2.2151213562500005
43,C1Ge1Si2Al6,0.5214273900000016
44,N1S1O2P6,1.3622421862499992
45,N1Ga1P2O6,0.5749013150000003
46,Ga1As1Al2P6,0.9245796250000012
47,P1As1Al2Si6,0.8475262000000015
48,N1P1As2Si6,0.7214570600000002
49,Ge1Sb1C2Ga6,1.7202006150000018
50,P1Sn1Si2O6,-0.8141983400000008
51,C1Sb1Sn2Al6,0.40775093500000137
52,N1Al1Ga2Sb6,0.5796009449999999
53,C1As1O2Sb6,1.134117095
54,S1Ge1Si2As6,1.0035086412500007
55,C1Ga1Al2O6,-0.5023943899999985
56,P1Sn1Ga2S6,0.25718690750000095
57,P1As1Al2Ge6,0.6800066800000011
58,Si1Sb1Sn2As6,0.627692855
59,S1Sb1C2Ge6,2.0484201462500002
60,Ge1Sn1Sb2O6,-0.865436115
61,N1S1Sb2Si6,0.6122339262500006
62,N1Ga1C2O6,1.8411262649999984
63,O1Ga1S2Ge6,0.5685341825000002
64,O1P1C2S6,1.9628616525000004
65,Al1Si1S2Ge6,0.6781502525
66,Al1Ga1S2As6,0.8955819024999997
67,Si1As1Sn2Sb6,0.5298756549999993
68,N1Si1As2P6,0.9667827850000009
69,Al1P1S2Ge6,0.7137633774999997
70,C1Al1N2Si6,1.72211961
71,Si1Ga1Ge2Al6,0.6353847200000005
72,Ge1Sn1C2Sb6,2.0644512850000005
73,O1Sn1Si2Sb6,0.6670084449999998
74,C1Sb1Sn2Si6,0.8260666750000005
75,Ge1Sb1Al2O6,-0.9329690249999999
76,P1S1Sb2As6,0.62371865625
77,P1Ga1As2Sn6,0.5336565049999997
78,S1Sn1As2Ge6,0.8531533162499997
79,Ga1Ge1As2O6,-0.7436916699999998
80,C1N1Ga2As6,0.8292406050000004
81,O1Ga1C2N6,3.7829283899999986
82,O1As1Sn2Sb6,0.21150419499999912
83,Ga1As1Sb2Al6,0.3917679849999999
84,O1S1C2Sn6,1.2372796412499993
85,S1Ga1O2Si6,1.300778811250001
86,N1Al1S2Sn6,0.6159124675000001
87,N1Si1P2As6,1.016173905
88,C1Ge1Ga2Sb6,0.7237942400000016
89,As1Sn1C2O6,0.7355852899999995
90,N1P1C2Sb6,1.79280786
91,C1O1Sn2As6,0.5225707099999994
92,S1Sn1Sb2Si6,0.9508348962500008
93,Ge1Sn1Sb2P6,0.9614091950000002
94,Al1Ga1C2As6,1.8966683400000015
95,C1Sn1S2Ge6,0.9257650875000003
96,Al1Sb1S2P6,1.2743548574999999
97,C1As1S2Sb6,0.9577618774999997
98,C1Si1Al2N6,1.2757611199999985
99,Ga1Sb1N2S6,1.899508472499999
100,C1Ge1Si2Ga6,0.650006530000001
101,C1As1N2Ga6,1.3250582549999996
102,Al1Sn1C2Ga6,1.665468305000001
103,As1Sn1Al2P6,1.0733122200000005
104,N1Sn1C2As6,2.1311539500000003
105,Ge1As1Al2Ga6,0.5578484550000002
106,N1Ga1C2Al6,1.296674085
107,S1As1O2N6,2.4444813162499983
108,Al1As1S2Ga6,0.3139694275
109,C1Ga1Sn2Ge6,0.643553219999999
110,Ge1Sb1Ga2Al6,0.7458383750000003
111,N1Si1O2As6,1.1916648349999996
112,Al1As1Si2N6,1.3655035149999997
113,P1Ge1C2O6,0.43643864499999835
114,O1Sn1Ga2Al6,0.1916157950000006
115,C1Ge1S2Sn6,0.710264962499999
116,P1Ge1S2N6,1.6549187174999986
117,O1Sb1S2Al6,0.31821559749999934
118,O1Ga1P2Si6,0.8765656900000011
119,C1As1Ga2Sn6,0.6092305750000001
120,Al1Ga1Sb2C6,2.350681980000001
121,Al1P1Sb2N6,0.6688282549999982
122,S1Ga1C2Al6,1.6797838912500005
123,O1Sn1P2S6,1.1977891724999998
124,C1O1Sb2Ga6,0.16896396000000066
125,Ge1Sn1Ga2P6,0.9302795250000002
126,P1Ge1Si2Ga6,0.598641305000001
127,Al1Si1Sb2N6,0.6942275299999985
128,Si1Ge1N2O6,0.31695536999999946
129,N1As1S2Ga6,0.3286085425000003
130,C1As1Si2Sb6,0.9899320150000008
131,As1Sb1Ge2C6,2.6485560500000007
132,Si1Ga1Al2S6,0.16566410750000032
133,As1Sn1Sb2Al6,0.5443020800000007
134,Al1Sn1Ge2O6,-1.2462493950000002
135,C1Ga1Al2Ge6,0.7486027500000005
136,O1Sb1N2Sn6,1.1565839949999996
137,O1As1C2Si6,1.8067493950000013
138,Al1P1Ga2Ge6,0.5873496150000008
139,N1Sn1As2Sb6,0.8496680400000003
140,N1As1C2Sb6,1.85533499
141,P1Sn1N2Al6,1.6037328300000013
142,N1Ge1Sn2Sb6,0.5083356050000006
143,Ga1As1P2C6,2.8708927050000006
144,O1Sb1N2C6,4.288337825
145,As1Sb1N2Si6,2.25227324
146,Al1Ge1N2O6,0.5245519800000004
147,O1Al1Ga2Sn6,0.22620322000000073
148,N1Sb1As2Sn6,0.6156319400000001
149,P1Ga1As2Al6,0.4284109950000001
150,Ge1Sb1S2O6,-0.1506431825
151,N1Ga1S2As6,1.0225416174999993
152,C1Ga1Ge2O6,-0.24675575000000052
153,P1Sb1S2Sn6,0.6240778925000001
154,Al1Sn1Sb2O6,-1.3355078849999997
155,C1Ge1Sn2Ga6,0.38626662000000067
156,Al1Sb1S2C6,2.8382903075000003
157,Si1Ga1Sn2C6,2.188396190000001
158,O1As1N2S6,2.0735099324999995
159,Si1P1Sn2N6,0.6906809649999985
160,Ge1Sb1As2S6,0.7330647124999998
161,C1Sn1As2Ga6,0.4905012550000002
162,Si1S1As2C6,2.2416164412499997
163,N1As1O2Si6,1.1361402600000006
164,C1Sb1Si2Ga6,0.7401320850000005
165,Si1P1Ge2Sb6,0.6788351950000007
166,O1Al1S2Sb6,0.5736542225000001
167,C1Sb1Al2Sn6,0.7784255750000006
168,Si1Sn1As2O6,-0.9405505550000008
169,P1Ge1N2As6,1.7623043850000002
170,O1P1S2C6,3.0816577275000006
171,O1Ge1Al2Sn6,0.27844431000000114
172,S1Sb1P2Ga6,0.7012163162500006
173,Si1Ga1Ge2S6,0.19514134749999953
174,Al1S1Sb2C6,2.1276370112500005
175,P1Ga1O2Al6,0.739463365000001
176,O1Si1Ga2C6,2.6659573400000007
177,As1Sb1Al2C6,2.6152954100000008
178,Al1P1Sn2Sb6,0.4794887349999996
179,C1Ga1Sn2O6,-0.43121361999999974
180,Al1Sn1S2C6,2.8891175675
181,P1Sb1S2Sn6,0.6242294925000003
182,O1S1P2C6,3.081925621250001
183,C1Sn1S2O6,0.6111612475000001
184,O1P1C2S6,1.9627969525000004
185,As1Sn1C2Ge6,2.08851473
186,O1S1Sb2Ge6,0.17715872124999948
187,Si1Sn1As2O6,-0.9405561550000001
188,Al1Si1Ge2N6,0.8977612199999989
189,N1Ge1P2S6,1.2682194425
190,O1P1Ga2N6,1.9196188149999975
191,N1Ga1O2C6,3.3640685049999997
192,Al1Sb1O2S6,0.9474481124999997
193,N1S1O2Sb6,0.892613346249999
194,O1Al1P2Sb6,0.6525542100000002
195,Al1P1Sb2Si6,0.7071399050000011
196,N1S1C2As6,1.9071480862500003
197,As1Sn1Ga2C6,2.6518172500000015
198,O1As1Al2Sb6,0.4170606250000006
199,O1Si1S2N6,2.5161208524999985
200,N1As1Ge2S6,0.8201433274999992
201,Al1Ge1O2As6,1.105798
202,Si1S1O2P6,1.3787694612499997
203,Al1As1Si2Ge6,0.8910802450000006
204,N1Ge1O2Al6,0.556210844999999
205,As1Sn1Ge2P6,1.1017383600000001
206,N1As1Sb2P6,0.8586148000000001
207,Al1Ga1Si2C6,2.655228010000001
208,O1P1N2Si6,1.5287978150000001
209,Al1Ge1P2Sb6,0.9565020500000003
210,N1Ge1Al2P6,0.861102575000001
211,Sn1Sb1As2Si6,1.3857913400000008
212,Ge1Sb1Al2As6,0.8892881650000006
213,Si1Ga1C2Sb6,1.8828656100000003
214,Al1Ge1S2Sb6,0.8368290625
215,C1Sb1Ge2Sn6,0.7783413149999994
216,P1S1Sb2O6,-0.40961703374999986
217,S1As1N2Sn6,1.4155046062500005
218,Al1Ga1As2S6,0.42441190750000074
219,Si1P1Al2Sb6,0.6685223550000003
220,P1Ga1Sb2Sn6,0.3857719650000007
221,N1Ge1O2Ga6,0.518329485000001
222,N1P1Ga2Sb6,0.5524501600000008
223,P1S1Sn2C6,2.1836542462499997
224,S1Ga1Sn2N6,1.2428396712499983
225,Al1Ga1S2O6,-0.3779039875000002
226,Si1Sb1Sn2O6,-1.3775847350000006
227,Ge1Sn1Sb2As6,0.8092839750000003
228,N1S1As2Sn6,0.38896403624999965
229,C1P1N2Ge6,1.6256519049999993
230,Si1P1O2S6,1.0267385924999999
231,S1Ga1As2Ge6,0.7257177212500003
232,O1Al1S2N6,2.6208880624999993
233,C1Ga1Al2O6,-0.5023978899999981
234,As1Sb1Sn2S6,0.15621686749999952
235,C1Ga1Si2Al6,0.4633433100000005
236,O1Sn1Ga2Si6,0.7228592350000007
237,O1S1Sb2Sn6,-0.04096138875000079
238,S1Sn1Ga2Ge6,0.7325470062500002
239,Si1Sb1C2N6,2.5964362849999985
240,Ge1Sn1Ga2As6,0.7295256050000006
241,O1P1Si2Sb6,0.49655667500000006
242,N1O1P2Ge6,0.4359642950000001
243,Si1As1P2Ge6,0.8788062850000002
244,S1Ge1Si2O6,-0.3650639487500008
245,N1Ga1Si2S6,0.9353747124999998
246,C1S1P2Al6,0.413869391250001
247,Ga1Ge1Si2Sn6,0.77422495
248,N1Ga1O2Sb6,0.9877033150000003
249,P1Ge1Si2Sb6,0.882918815
250,Sn1Sb1N2C6,4.01847538
251,N1Ga1Ge2Si6,0.8377507850000001
252,As1Sb1P2O6,-0.12261752000000001
253,P1Sn1Si2As6,1.0235664500000006
254,Al1Si1N2S6,1.5250932475000005
255,C1S1O2Si6,1.1307624612500007
256,N1Ge1Al2Sb6,0.6888904349999997
257,N1Sb1O2Ga6,0.6828562400000002
258,Ge1Sn1S2C6,3.0150067375
259,O1As1P2S6,1.0624912324999998
260,Si1Ge1C2S6,1.7719693674999988
261,C1Si1Sb2As6,0.7727059500000018
262,P1Ge1Ga2Si6,0.8422208050000008
263,C1Si1Al2As6,0.8193656000000011
264,Al1Sn1Ge2As6,0.7575475950000005
265,N1As1Sn2Ga6,0.28467787000000017
266,Al1As1Ge2Sb6,0.710447035
267,O1Sn1Sb2S6,0.5977750924999995
268,Ga1Ge1Sn2S6,0.020184857499999966
269,Al1Ga1C2P6,2.081232560000001
270,N1Sb1S2C6,3.306780822500001
271,C1P1Sb2As6,0.7856001750000005
272,O1As1C2P6,2.058514745
273,N1P1Ga2C6,2.6775126499999997
274,P1Ge1N2S6,1.8488970425000004
275,Si1Sb1Ga2Sn6,0.5815077049999999
276,N1O1Si2Ge6,0.42998224500000076
277,Al1Sb1Ga2C6,2.5241553450000014
278,Ge1Sb1P2Al6,0.8793299249999997
279,Ga1Sn1S2Si6,1.2554550575000007
280,Si1As1Ga2Ge6,0.6532687350000004
281,C1P1Sb2Ge6,0.6262965250000001
282,N1Si1S2C6,3.018181887499999
283,N1As1Al2Sn6,0.5256898700000001
284,N1Ge1Sn2Sb6,0.508489805
285,S1Ge1Ga2C6,2.4013283112500012
286,Si1As1Sn2Ga6,0.33365854500000014
287,O1Sb1As2C6,3.129546885
288,Ga1Ge1O2Sn6,0.7966717300000006
289,Ga1Sb1C2O6,0.7238418749999994
290,C1Ge1Al2Ga6,0.5637144499999998
291,Si1Sb1Ga2S6,0.17989172249999968
292,As1Sb1Si2Sn6,0.88385556
293,N1Sn1Ga2O6,0.1836752599999997
294,Al1Sb1Ga2P6,0.822931595
295,Si1Ge1Sb2N6,0.9076862999999975
296,C1Ga1Al2Ge6,0.7484538500000006
297,Al1Sn1Sb2As6,0.6971572050000006
298,S1Sb1Sn2Ge6,0.6558315362499997
299,P1Sb1O2Ge6,1.0546940199999995
300,Ga1As1Sn2O6,-1.1495039150000004
301,C1N1O2Sb6,1.0921325649999987
302,P1Ge1Al2N6,0.9101728749999978
303,Ga1Ge1Al2C6,2.5423719000000005
304,Ge1Sb1S2As6,1.1838337075000005
305,C1N1P2Ge6,0.9008569050000006
306,C1O1Al2As6,0.5194769400000006
307,N1Ga1P2Ge6,0.873133455
308,C1Al1Si2N6,1.6408519099999972
309,C1Si1Sn2N6,1.4687475899999989
310,N1Ga1Sb2C6,2.7442952950000006
311,S1Ge1C2Si6,2.150403711250001
312,P1Ga1Sb2Al6,0.3107374549999996
313,C1Ga1As2S6,0.9938960474999995
314,C1S1Sb2Ga6,0.34814015125
315,C1Si1S2Ga6,0.37274801250000067
316,O1Ga1P2Si6,0.8764113900000006
317,C1Al1Sn2As6,0.6794086800000002
318,C1Sn1As2Si6,0.9986740550000007
319,O1Ga1S2Al6,0.19374046250000063
320,Al1Ge1C2S6,1.7056229774999991
321,Si1Ga1Sb2P6,0.6798415200000001
322,C1S1Si2Sn6,0.7603930512499992
323,C1P1S2Sb6,0.9362479475000001
324,P1S1Si2Al6,0.5663495162500005
325,N1Sb1P2Sn6,0.77715368
326,Al1As1Sb2Ga6,0.26934973500000015
327,Si1S1P2Sn6,0.682840851249999
328,O1Si1C2Sn6,1.4329935099999993
329,Al1S1O2Sb6,1.0161722312499997
330,N1Ga1As2Al6,0.2591928949999989
331,C1N1O2Ge6,0.9812649350000001
332,Ga1Sb1P2Ge6,1.0452654650000006
333,Ga1As1Ge2P6,0.9649252650000009
334,P1As1Ge2Si6,0.866291540000001
335,Si1P1S2Ga6,0.29582368750000043
336,Si1S1N2Al6,1.446148841250001
337,S1Sb1C2O6,1.0226701062499992
338,S1As1P2O6,0.2293425762499993
339,N1Si1C2P6,2.082022275000001
340,C1Al1P2S6,1.1023401974999991
341,O1Ga1Ge2P6,0.7815770499999999
342,O1P1Sn2N6,1.7090825049999978
343,O1Al1N2Ga6,1.0048234999999992
344,Si1S1P2As6,1.05731791125
345,P1Sb1Si2As6,1.043338990000001
346,Al1P1N2S6,1.4233935724999995
347,C1S1P2Si6,0.9397508312500008
348,C1Ga1Ge2Si6,0.8638734100000007
349,As1Sn1P2O6,-0.22321356000000064
350,Si1Ga1P2C6,2.59031435
351,N1S1P2Al6,0.3008916662499999
352,C1N1Al2As6,0.8155417250000007
353,C1Ga1O2Sb6,1.11075874
354,Si1Sn1C2N6,2.650534544999998
355,Ga1Ge1P2Al6,0.6818254899999999
356,Al1Ga1P2S6,0.6598594475000006
357,C1Ga1Sb2O6,-0.3408667399999999
358,P1Ga1Sn2Al6,0.3689459750000005
359,N1Ga1C2Si6,1.919380125
360,Si1Ga1As2C6,2.4144128100000004
361,O1Al1Ge2S6,0.5191170975000006
362,Si1P1As2N6,0.8595848849999982
363,O1Sb1Ga2Si6,0.6968030750000012
364,Ge1Sb1Sn2S6,0.14372409249999976
365,O1P1Si2Ga6,0.28327466500000115
366,C1Al1N2O6,1.1174975499999988
367,O1Al1C2As6,1.7906712800000009
368,O1Si1Sn2C6,2.565499530000001
369,Al1Sn1Ge2O6,-1.246083395
370,P1Ga1Al2Sn6,0.5800206150000016
371,S1Ge1N2Sn6,1.4257738312499995
372,P1Ga1C2Sb6,1.888165435
373,Ge1Sn1Al2As6,0.8526656250000009
374,Al1As1S2Sb6,0.8567015374999997
375,C1Si1N2Ge6,1.6650961799999997
376,P1S1Al2O6,-0.5610151837500006
377,Si1S1Sn2C6,2.103867221249999
378,C1Ge1O2Ga6,0.6101640100000019
379,N1Si1Ga2Sb6,0.5870480350000001
380,C1P1N2Sb6,1.718154934999999
381,S1Ga1N2C6,3.5251189812499995
382,N1Ge1Sb2P6,0.8548197250000001
383,Ge1Sb1C2As6,2.2318875450000015
384,S1Ga1C2N6,2.8060419812499973
385,S1Sn1Ge2Si6,1.0948697862500005
386,N1As1O2Al6,0.5378608199999995
387,Al1S1Si2As6,0.9368648712500004
388,N1As1Al2P6,0.8836600500000003
389,C1Al1S2P6,1.1945192724999998
390,O1P1Sb2As6,0.408733565
391,C1Ge1P2S6,1.2411319674999988
392,P1Ga1Si2S6,0.5376852125000013
393,C1As1Ge2S6,0.8146626525000009
394,Si1As1N2Ge6,1.6451590850000002
395,O1S1Al2Ge6,0.29597567125000096
396,C1Sb1S2O6,0.6736887874999994
397,S1Sn1As2Sb6,0.92420124625
398,Al1Ga1Ge2C6,2.517231870000001
399,Al1P1Ge2N6,0.8635248449999985
400,O1Al1P2Ga6,0.22032130000000053
401,Al1Si1Ge2N6,0.8976434199999985
402,P1Sn1As2O6,-0.6202941300000007
403,S1Sn1P2Ga6,0.6611775762500003
404,Al1Ga1N2Sb6,1.52954797
405,O1Si1Sb2Ge6,0.3405132900000005
406,Al1Sn1Sb2O6,-1.3354910849999997
407,N1Ga1Sn2O6,-0.15046494500000093
408,Ge1Sb1Al2C6,2.6464824350000016
409,O1As1C2Al6,1.2555031550000009
410,S1Sb1Al2N6,1.3673046362499974
411,Ga1Ge1S2As6,1.0093560725000004
412,Si1Ga1O2Al6,0.7785830399999994
413,As1Sn1Ge2Al6,0.7761439700000003
414,Ga1Sn1P2Ge6,1.023588325
415,Al1Sb1P2O6,-0.736305865
416,P1Ga1Si2C6,2.3987040250000007
417,N1P1Sn2C6,2.64695194
418,Al1Ge1Sb2Ga6,0.3038284600000004
419,S1Ga1P2Sb6,0.9442845912499997
420,N1Al1P2S6,1.132023272500001
421,P1S1N2Al6,1.3576542662499995
422,Ga1As1C2O6,0.7456151949999992
423,C1Si1S2Sb6,0.9636882225000001
424,Si1Ga1Al2P6,0.7688361700000008
425,Si1Sn1O2As6,1.1902256049999997
426,N1Ga1Al2C6,2.631792545000001
427,N1S1Ge2Si6,0.6921265162500007
428,C1Sb1As2Si6,1.005274195000002
429,Si1Ga1N2P6,1.8753985999999991
430,P1S1Ge2As6,0.7453459462500007
431,C1P1S2Ga6,0.3875616375
