,target,mean,std,epistemic,aleatoric
0,0.88120081,0.5379644516299998,0.4081327706112714,0.4081327704989144,9.576699771884877e-06
1,1.5719575000000001,1.6387738888750016,0.16285316332301134,0.1628531626629505,1.466240067151122e-05
2,-0.34933737,-0.3624987614849999,0.13076753057914026,0.1307675294091395,1.7492747545291125e-05
3,0.30390367,0.19289204680749986,0.23413419859020898,0.23413419768911153,2.0541554388311224e-05
4,-1.2296191,-1.3167716483233327,0.2299578896251126,0.22995788959529267,3.703330959163599e-06
5,0.040176958,-0.09142801854599993,0.14835358978406704,0.14835358451718492,3.9531275126891136e-05
6,0.25561654,0.2511431489825,0.1341561916282623,0.13415618974031376,2.250688721908234e-05
7,0.075020676,0.10643441214714672,0.09632827986557199,0.09632827230601218,3.816279245942052e-05
8,0.64191999,0.37945474211319974,0.44793853919558224,0.44793853895039026,1.4820993898982206e-05
9,0.50965452,0.4318703360599995,0.16193999093603853,0.1619399896490242,2.0416615160660572e-05
10,-1.9681449,-2.028113514500001,0.15669749618438472,0.15669749618438597,
11,-0.048965510999999996,-0.06716573401119992,0.2227370075543297,0.22273700688342604,1.7287861110879534e-05
12,0.71493638,0.6425260891900006,0.10548558804099163,0.1054855849340455,2.560226688439789e-05
13,0.32868206,0.3331539066833333,0.13754295339994776,0.1375429523534498,1.6966933661564294e-05
14,0.60519176,0.6274603537650004,0.08069768857741846,0.08069768461049003,2.530304122553837e-05
15,0.70151821,0.4505422332105002,0.4505605905021571,0.45056059050215713,
16,0.14374881,0.1700860280461905,0.06938100907096668,0.06938100106412007,3.333235862108938e-05
17,0.68092292,0.5480366764600005,0.1161709526311346,0.11617094439957147,4.373256214536255e-05
18,-0.072739444,-0.07705117097333351,0.05094896923202853,0.050948941704972155,5.2961774320212715e-05
19,0.17306343,0.11797423683516688,0.10924672818099336,0.10924672641125091,1.9664107967167972e-05
20,-0.37966384,-0.31204986955083375,0.14861369394592092,0.14861369375539146,7.525329256320366e-06
21,2.0002176,1.9027003372666647,0.09376796677671348,0.09376796148381986,3.150567755567329e-05
22,-0.41259083,-0.4528866862166667,0.1434130671342669,0.14341306399710263,2.999701143974032e-05
23,0.26138661,0.25361890576883334,0.10508510528937737,0.10508509858159464,3.754698477972006e-05
24,0.31947115,0.3935324965999997,0.13748830560939015,0.1374883056093902,
25,-0.22276884,-0.14035269262550013,0.15233016841326377,0.15233016702957966,2.053177210151799e-05
26,0.035859403,-0.04884402453059994,0.13541127141823048,0.13541126518397537,4.108986231137173e-05
27,0.36901234,0.3916878765499998,0.053474965796117574,0.05347493999005411,5.253528391857862e-05
28,0.90927171,0.8890811547400002,0.14476546485923883,0.14476546235816684,2.6909806671268722e-05
29,-2.7137130000000003,-2.386010463000004,0.2926089298871911,0.29260892892616863,2.371513259278236e-05
30,-0.4894023,-0.4861824079138107,0.08847558314205586,0.08847557703160087,3.28823980090857e-05
